Intervention_ID,Tag,Misinfo,Misinfo_Answer,Trust,TrustScore,Child,Gender,Race,BreastCancer,Familiarity,General,Correct,CorrectUnsure,Adherence,AdherenceUnsure ,Unsure,Participant_ID
In-line,breastfeed,False,False,True,4,False,Female,White,True,True,True,0,0,0,0,0,604bada9b550fb1348a6bfce
In-line,breastfeed_2,False,False,True,4,False,Female,White,True,True,False,1,1,1,1,0,604bada9b550fb1348a6bfce
In-line,lung,True,True,True,4,False,Female,White,True,True,False,0,0,1,1,0,604bada9b550fb1348a6bfce
In-line,lung_2,True,True,True,4,False,Female,White,True,True,False,1,1,0,0,0,604bada9b550fb1348a6bfce
In-line,rsv,True,True,False,3,True,Male,White,True,True,False,0,1,0,1,1,65b8b2bf8b3905b0efcb0fd3
In-line,cosleep,False,False,True,5,True,Male,White,True,True,True,1,1,1,1,0,65b8b2bf8b3905b0efcb0fd3
In-line,hrt,True,False,True,4,True,Male,White,True,True,False,1,1,1,1,0,65b8b2bf8b3905b0efcb0fd3
In-line,rsv_2,True,False,False,3,True,Male,White,True,True,False,0,0,0,0,0,65b8b2bf8b3905b0efcb0fd3
In-line,texas,True,True,True,4,True,Male,White,True,True,False,0,0,1,1,0,65b8b2bf8b3905b0efcb0fd3
In-line,formula_2,True,True,False,2,True,Male,White,True,True,False,0,0,0,0,0,65b8b2bf8b3905b0efcb0fd3
In-line,cosleep_2,False,False,True,5,True,Male,White,True,True,False,1,1,1,1,0,65b8b2bf8b3905b0efcb0fd3
In-line,formula,True,True,False,2,True,Male,White,True,True,False,0,0,1,1,0,65b8b2bf8b3905b0efcb0fd3
In-line,hrt_2,True,True,True,4,True,Male,White,True,True,False,0,0,0,0,0,65b8b2bf8b3905b0efcb0fd3
In-line,papsmear,False,False,True,4,True,Male,White,True,True,False,1,1,1,1,0,65b8b2bf8b3905b0efcb0fd3
In-line,papsmear_2,False,False,True,4,True,Male,White,True,True,False,0,0,0,0,0,65b8b2bf8b3905b0efcb0fd3
In-line,mammogram,False,False,True,4,True,Male,White,True,True,False,1,1,1,1,0,65b8b2bf8b3905b0efcb0fd3
In-line,IUD,False,False,True,4,True,Male,White,True,True,True,1,1,1,1,0,65b8b2bf8b3905b0efcb0fd3
In-line,IUD_2,False,False,True,4,True,Male,White,True,True,False,1,1,1,1,0,65b8b2bf8b3905b0efcb0fd3
In-line,breastfeed,False,False,False,2,True,Male,White,True,True,True,0,0,0,0,0,65b8b2bf8b3905b0efcb0fd3
In-line,breastfeed_2,False,False,False,2,True,Male,White,True,True,False,0,0,0,0,0,65b8b2bf8b3905b0efcb0fd3
In-line,lung,True,True,True,4,True,Male,White,True,True,False,0,0,0,0,0,65b8b2bf8b3905b0efcb0fd3
In-line,lung_2,True,True,True,4,True,Male,White,True,True,False,0,0,0,0,0,65b8b2bf8b3905b0efcb0fd3
In-line,rsv,True,True,True,4,False,Female,White,False,True,False,0,0,1,1,0,653fe26ede361272b8f82397
In-line,cosleep,False,False,True,5,False,Female,White,False,True,True,1,1,1,1,0,653fe26ede361272b8f82397
In-line,hrt,True,False,True,4,False,Female,White,False,True,False,1,1,1,1,0,653fe26ede361272b8f82397
In-line,rsv_2,True,False,True,4,False,Female,White,False,True,False,0,1,0,1,1,653fe26ede361272b8f82397
In-line,texas,True,True,True,5,False,Female,White,False,True,False,0,0,1,1,0,653fe26ede361272b8f82397
In-line,formula_2,True,True,True,5,False,Female,White,False,True,False,0,0,1,1,0,653fe26ede361272b8f82397
In-line,cosleep_2,False,False,True,5,False,Female,White,False,True,False,0,0,0,0,0,653fe26ede361272b8f82397
In-line,formula,True,True,True,5,False,Female,White,False,True,False,0,0,1,1,0,653fe26ede361272b8f82397
In-line,hrt_2,True,True,True,4,False,Female,White,False,True,False,0,0,1,1,0,653fe26ede361272b8f82397
In-line,papsmear,False,False,True,4,False,Female,White,False,True,False,1,1,1,1,0,653fe26ede361272b8f82397
In-line,papsmear_2,False,False,True,4,False,Female,White,False,True,False,1,1,1,1,0,653fe26ede361272b8f82397
In-line,mammogram,False,False,True,4,False,Female,White,False,True,False,1,1,1,1,0,653fe26ede361272b8f82397
In-line,IUD,False,False,True,5,False,Female,White,False,True,True,1,1,1,1,0,653fe26ede361272b8f82397
In-line,IUD_2,False,False,True,5,False,Female,White,False,True,False,1,1,1,1,0,653fe26ede361272b8f82397
In-line,breastfeed,False,False,True,4,False,Female,White,False,True,True,1,1,1,1,0,653fe26ede361272b8f82397
In-line,breastfeed_2,False,False,True,4,False,Female,White,False,True,False,1,1,1,1,0,653fe26ede361272b8f82397
In-line,lung,True,True,True,5,False,Female,White,False,True,False,0,0,1,1,0,653fe26ede361272b8f82397
In-line,lung_2,True,True,True,5,False,Female,White,False,True,False,1,1,0,0,0,653fe26ede361272b8f82397
In-line,rsv,True,True,True,4,False,Female,Black,True,True,False,0,1,0,1,1,65c5bccdf551826588567e54
In-line,cosleep,False,False,True,4,False,Female,Black,True,True,True,1,1,1,1,0,65c5bccdf551826588567e54
In-line,hrt,True,False,True,4,False,Female,Black,True,True,False,0,1,0,1,1,65c5bccdf551826588567e54
In-line,rsv_2,True,False,True,4,False,Female,Black,True,True,False,1,1,1,1,0,65c5bccdf551826588567e54
In-line,texas,True,True,True,4,False,Female,Black,True,True,False,0,0,1,1,0,65c5bccdf551826588567e54
In-line,formula_2,True,True,True,4,False,Female,Black,True,True,False,0,0,1,1,0,65c5bccdf551826588567e54
In-line,cosleep_2,False,False,True,4,False,Female,Black,True,True,False,0,1,0,1,1,65c5bccdf551826588567e54
In-line,formula,True,True,True,4,False,Female,Black,True,True,False,0,0,1,1,0,65c5bccdf551826588567e54
In-line,hrt_2,True,True,True,4,False,Female,Black,True,True,False,0,1,0,1,1,65c5bccdf551826588567e54
In-line,papsmear,False,False,True,4,False,Female,Black,True,True,False,1,1,1,1,0,65c5bccdf551826588567e54
In-line,papsmear_2,False,False,True,4,False,Female,Black,True,True,False,1,1,1,1,0,65c5bccdf551826588567e54
In-line,mammogram,False,False,True,4,False,Female,Black,True,True,False,1,1,1,1,0,65c5bccdf551826588567e54
In-line,IUD,False,False,True,4,False,Female,Black,True,True,True,1,1,1,1,0,65c5bccdf551826588567e54
In-line,IUD_2,False,False,True,4,False,Female,Black,True,True,False,1,1,1,1,0,65c5bccdf551826588567e54
In-line,breastfeed,False,False,True,4,False,Female,Black,True,True,True,1,1,1,1,0,65c5bccdf551826588567e54
In-line,breastfeed_2,False,False,True,4,False,Female,Black,True,True,False,1,1,1,1,0,65c5bccdf551826588567e54
In-line,lung,True,True,True,4,False,Female,Black,True,True,False,0,0,0,0,0,65c5bccdf551826588567e54
In-line,lung_2,True,True,True,4,False,Female,Black,True,True,False,1,1,0,0,0,65c5bccdf551826588567e54
In-line,rsv,True,True,True,4,False,Female,2 or more races,True,True,False,0,1,0,1,1,65d4f42d1a91fbf681053016
In-line,cosleep,False,False,True,4,False,Female,2 or more races,True,True,True,0,0,0,0,0,65d4f42d1a91fbf681053016
In-line,hrt,True,False,True,4,False,Female,2 or more races,True,True,False,1,1,1,1,0,65d4f42d1a91fbf681053016
In-line,rsv_2,True,False,True,4,False,Female,2 or more races,True,True,False,0,1,0,1,1,65d4f42d1a91fbf681053016
In-line,texas,True,True,True,4,False,Female,2 or more races,True,True,False,0,0,1,1,0,65d4f42d1a91fbf681053016
In-line,formula_2,True,True,True,4,False,Female,2 or more races,True,True,False,0,1,0,1,1,65d4f42d1a91fbf681053016
In-line,cosleep_2,False,False,True,4,False,Female,2 or more races,True,True,False,1,1,1,1,0,65d4f42d1a91fbf681053016
In-line,formula,True,True,True,4,False,Female,2 or more races,True,True,False,0,0,1,1,0,65d4f42d1a91fbf681053016
In-line,hrt_2,True,True,True,4,False,Female,2 or more races,True,True,False,1,1,0,0,0,65d4f42d1a91fbf681053016
In-line,papsmear,False,False,True,4,False,Female,2 or more races,True,True,False,0,0,0,0,0,65d4f42d1a91fbf681053016
In-line,papsmear_2,False,False,True,4,False,Female,2 or more races,True,True,False,1,1,1,1,0,65d4f42d1a91fbf681053016
In-line,mammogram,False,False,True,4,False,Female,2 or more races,True,True,False,1,1,1,1,0,65d4f42d1a91fbf681053016
In-line,IUD,False,False,True,4,False,Female,2 or more races,True,True,True,1,1,1,1,0,65d4f42d1a91fbf681053016
In-line,IUD_2,False,False,True,4,False,Female,2 or more races,True,True,False,1,1,1,1,0,65d4f42d1a91fbf681053016
In-line,breastfeed,False,False,True,4,False,Female,2 or more races,True,True,True,1,1,1,1,0,65d4f42d1a91fbf681053016
In-line,breastfeed_2,False,False,True,4,False,Female,2 or more races,True,True,False,1,1,1,1,0,65d4f42d1a91fbf681053016
In-line,lung,True,True,True,4,False,Female,2 or more races,True,True,False,0,0,1,1,0,65d4f42d1a91fbf681053016
In-line,lung_2,True,True,True,4,False,Female,2 or more races,True,True,False,0,0,1,1,0,65d4f42d1a91fbf681053016
In-line,rsv,True,True,True,4,False,Male,Black,False,True,False,0,1,0,1,1,65aa88ff897520175d142cd7
In-line,cosleep,False,False,True,4,False,Male,Black,False,True,True,0,0,0,0,0,65aa88ff897520175d142cd7
In-line,hrt,True,False,False,3,False,Male,Black,False,True,False,0,1,0,1,1,65aa88ff897520175d142cd7
In-line,rsv_2,True,False,True,4,False,Male,Black,False,True,False,0,1,0,1,1,65aa88ff897520175d142cd7
In-line,texas,True,True,False,3,False,Male,Black,False,True,False,0,0,1,1,0,65aa88ff897520175d142cd7
In-line,formula_2,True,True,False,3,False,Male,Black,False,True,False,0,0,0,0,0,65aa88ff897520175d142cd7
In-line,cosleep_2,False,False,True,4,False,Male,Black,False,True,False,1,1,1,1,0,65aa88ff897520175d142cd7
In-line,formula,True,True,False,3,False,Male,Black,False,True,False,0,1,0,1,1,65aa88ff897520175d142cd7
In-line,hrt_2,True,True,False,3,False,Male,Black,False,True,False,0,1,0,1,1,65aa88ff897520175d142cd7
In-line,papsmear,False,False,False,3,False,Male,Black,False,True,False,0,1,0,1,1,65aa88ff897520175d142cd7
In-line,papsmear_2,False,False,False,3,False,Male,Black,False,True,False,0,1,0,1,1,65aa88ff897520175d142cd7
In-line,mammogram,False,False,False,3,False,Male,Black,False,True,False,1,1,1,1,0,65aa88ff897520175d142cd7
In-line,IUD,False,False,False,3,False,Male,Black,False,True,True,1,1,1,1,0,65aa88ff897520175d142cd7
In-line,IUD_2,False,False,False,3,False,Male,Black,False,True,False,1,1,1,1,0,65aa88ff897520175d142cd7
In-line,breastfeed,False,False,True,4,False,Male,Black,False,True,True,0,1,0,1,1,65aa88ff897520175d142cd7
In-line,breastfeed_2,False,False,True,4,False,Male,Black,False,True,False,1,1,1,1,0,65aa88ff897520175d142cd7
In-line,lung,True,True,True,4,False,Male,Black,False,True,False,0,0,0,0,0,65aa88ff897520175d142cd7
In-line,lung_2,True,True,True,4,False,Male,Black,False,True,False,1,1,0,0,0,65aa88ff897520175d142cd7
In-line,rsv,True,True,True,4,False,Female,White,False,False,False,0,0,1,1,0,63bc6e49ef966f7b73451b41
In-line,cosleep,False,False,True,4,False,Female,White,False,False,True,0,1,0,1,1,63bc6e49ef966f7b73451b41
In-line,hrt,True,False,True,4,False,Female,White,False,False,False,1,1,1,1,0,63bc6e49ef966f7b73451b41
In-line,rsv_2,True,False,True,4,False,Female,White,False,False,False,0,1,0,1,1,63bc6e49ef966f7b73451b41
In-line,texas,True,True,True,4,False,Female,White,False,False,False,0,0,1,1,0,63bc6e49ef966f7b73451b41
In-line,formula_2,True,True,True,4,False,Female,White,False,False,False,0,1,0,1,1,63bc6e49ef966f7b73451b41
In-line,cosleep_2,False,False,True,4,False,Female,White,False,False,False,0,0,0,0,0,63bc6e49ef966f7b73451b41
In-line,formula,True,True,True,4,False,Female,White,False,False,False,0,0,0,0,0,63bc6e49ef966f7b73451b41
In-line,hrt_2,True,True,True,4,False,Female,White,False,False,False,0,1,0,1,1,63bc6e49ef966f7b73451b41
In-line,papsmear,False,False,True,4,False,Female,White,False,False,False,0,0,0,0,0,63bc6e49ef966f7b73451b41
In-line,papsmear_2,False,False,True,4,False,Female,White,False,False,False,1,1,1,1,0,63bc6e49ef966f7b73451b41
In-line,mammogram,False,False,True,4,False,Female,White,False,False,False,1,1,1,1,0,63bc6e49ef966f7b73451b41
In-line,IUD,False,False,True,4,False,Female,White,False,False,True,1,1,1,1,0,63bc6e49ef966f7b73451b41
In-line,IUD_2,False,False,True,4,False,Female,White,False,False,False,0,1,0,1,1,63bc6e49ef966f7b73451b41
In-line,breastfeed,False,False,True,4,False,Female,White,False,False,True,0,1,0,1,1,63bc6e49ef966f7b73451b41
In-line,breastfeed_2,False,False,True,4,False,Female,White,False,False,False,1,1,1,1,0,63bc6e49ef966f7b73451b41
In-line,lung,True,True,True,4,False,Female,White,False,False,False,0,0,1,1,0,63bc6e49ef966f7b73451b41
In-line,lung_2,True,True,True,4,False,Female,White,False,False,False,0,0,0,0,0,63bc6e49ef966f7b73451b41
In-line,rsv,True,True,True,4,False,Female,Other,False,True,False,0,0,1,1,0,5c172ff811fe9a00013e2252
In-line,cosleep,False,False,False,3,False,Female,Other,False,True,True,1,1,1,1,0,5c172ff811fe9a00013e2252
In-line,hrt,True,False,True,4,False,Female,Other,False,True,False,1,1,1,1,0,5c172ff811fe9a00013e2252
In-line,rsv_2,True,False,True,4,False,Female,Other,False,True,False,0,1,0,1,1,5c172ff811fe9a00013e2252
In-line,texas,True,True,False,2,False,Female,Other,False,True,False,0,0,1,1,0,5c172ff811fe9a00013e2252
In-line,formula_2,True,True,False,2,False,Female,Other,False,True,False,0,1,0,1,1,5c172ff811fe9a00013e2252
In-line,cosleep_2,False,False,False,3,False,Female,Other,False,True,False,1,1,1,1,0,5c172ff811fe9a00013e2252
In-line,formula,True,True,False,2,False,Female,Other,False,True,False,0,0,1,1,0,5c172ff811fe9a00013e2252
In-line,hrt_2,True,True,True,4,False,Female,Other,False,True,False,0,0,1,1,0,5c172ff811fe9a00013e2252
In-line,papsmear,False,False,True,4,False,Female,Other,False,True,False,0,0,0,0,0,5c172ff811fe9a00013e2252
In-line,papsmear_2,False,False,True,4,False,Female,Other,False,True,False,1,1,1,1,0,5c172ff811fe9a00013e2252
In-line,mammogram,False,False,True,4,False,Female,Other,False,True,False,1,1,1,1,0,5c172ff811fe9a00013e2252
In-line,IUD,False,False,True,4,False,Female,Other,False,True,True,1,1,1,1,0,5c172ff811fe9a00013e2252
In-line,IUD_2,False,False,True,4,False,Female,Other,False,True,False,1,1,1,1,0,5c172ff811fe9a00013e2252
In-line,breastfeed,False,False,True,4,False,Female,Other,False,True,True,1,1,1,1,0,5c172ff811fe9a00013e2252
In-line,breastfeed_2,False,False,True,4,False,Female,Other,False,True,False,1,1,1,1,0,5c172ff811fe9a00013e2252
In-line,lung,True,True,False,2,False,Female,Other,False,True,False,0,0,1,1,0,5c172ff811fe9a00013e2252
In-line,lung_2,True,True,False,2,False,Female,Other,False,True,False,0,1,0,1,1,5c172ff811fe9a00013e2252
In-line,rsv,True,True,True,4,False,Male,2 or more races,True,True,False,0,1,0,1,1,65cbdee7496a7fb4d334d939
In-line,cosleep,False,False,True,4,False,Male,2 or more races,True,True,True,0,0,0,0,0,65cbdee7496a7fb4d334d939
In-line,hrt,True,False,False,3,False,Male,2 or more races,True,True,False,1,1,1,1,0,65cbdee7496a7fb4d334d939
In-line,rsv_2,True,False,True,4,False,Male,2 or more races,True,True,False,0,0,0,0,0,65cbdee7496a7fb4d334d939
In-line,texas,True,True,True,4,False,Male,2 or more races,True,True,False,0,0,1,1,0,65cbdee7496a7fb4d334d939
In-line,formula_2,True,True,True,4,False,Male,2 or more races,True,True,False,0,1,0,1,1,65cbdee7496a7fb4d334d939
In-line,cosleep_2,False,False,True,4,False,Male,2 or more races,True,True,False,1,1,1,1,0,65cbdee7496a7fb4d334d939
In-line,formula,True,True,True,4,False,Male,2 or more races,True,True,False,0,0,1,1,0,65cbdee7496a7fb4d334d939
In-line,hrt_2,True,True,False,3,False,Male,2 or more races,True,True,False,0,1,0,1,1,65cbdee7496a7fb4d334d939
In-line,papsmear,False,False,True,4,False,Male,2 or more races,True,True,False,0,1,0,1,1,65cbdee7496a7fb4d334d939
In-line,papsmear_2,False,False,True,4,False,Male,2 or more races,True,True,False,1,1,1,1,0,65cbdee7496a7fb4d334d939
In-line,mammogram,False,False,True,4,False,Male,2 or more races,True,True,False,1,1,1,1,0,65cbdee7496a7fb4d334d939
In-line,IUD,False,False,True,4,False,Male,2 or more races,True,True,True,1,1,1,1,0,65cbdee7496a7fb4d334d939
In-line,IUD_2,False,False,True,4,False,Male,2 or more races,True,True,False,1,1,1,1,0,65cbdee7496a7fb4d334d939
In-line,breastfeed,False,False,True,4,False,Male,2 or more races,True,True,True,1,1,1,1,0,65cbdee7496a7fb4d334d939
In-line,breastfeed_2,False,False,True,4,False,Male,2 or more races,True,True,False,1,1,1,1,0,65cbdee7496a7fb4d334d939
In-line,lung,True,True,False,3,False,Male,2 or more races,True,True,False,0,0,1,1,0,65cbdee7496a7fb4d334d939
In-line,lung_2,True,True,False,3,False,Male,2 or more races,True,True,False,0,0,0,0,0,65cbdee7496a7fb4d334d939
In-line,rsv,True,True,False,3,True,Male,White,True,True,False,0,1,0,1,1,64d589152dba7a501113cbca
In-line,cosleep,False,False,True,4,True,Male,White,True,True,True,1,1,1,1,0,64d589152dba7a501113cbca
In-line,hrt,True,False,True,4,True,Male,White,True,True,False,1,1,1,1,0,64d589152dba7a501113cbca
In-line,rsv_2,True,False,False,3,True,Male,White,True,True,False,0,1,0,1,1,64d589152dba7a501113cbca
In-line,texas,True,True,True,4,True,Male,White,True,True,False,0,0,1,1,0,64d589152dba7a501113cbca
In-line,formula_2,True,True,False,3,True,Male,White,True,True,False,0,0,1,1,0,64d589152dba7a501113cbca
In-line,cosleep_2,False,False,True,4,True,Male,White,True,True,False,0,0,0,0,0,64d589152dba7a501113cbca
In-line,formula,True,True,False,3,True,Male,White,True,True,False,0,0,1,1,0,64d589152dba7a501113cbca
In-line,hrt_2,True,True,True,4,True,Male,White,True,True,False,0,0,0,0,0,64d589152dba7a501113cbca
In-line,papsmear,False,False,True,4,True,Male,White,True,True,False,0,0,0,0,0,64d589152dba7a501113cbca
In-line,papsmear_2,False,False,True,4,True,Male,White,True,True,False,1,1,1,1,0,64d589152dba7a501113cbca
In-line,mammogram,False,False,True,4,True,Male,White,True,True,False,1,1,1,1,0,64d589152dba7a501113cbca
In-line,IUD,False,False,False,3,True,Male,White,True,True,True,1,1,1,1,0,64d589152dba7a501113cbca
In-line,IUD_2,False,False,False,3,True,Male,White,True,True,False,0,1,0,1,1,64d589152dba7a501113cbca
In-line,breastfeed,False,False,False,3,True,Male,White,True,True,True,0,0,0,0,0,64d589152dba7a501113cbca
In-line,breastfeed_2,False,False,False,3,True,Male,White,True,True,False,1,1,1,1,0,64d589152dba7a501113cbca
In-line,lung,True,True,True,4,True,Male,White,True,True,False,1,1,0,0,0,64d589152dba7a501113cbca
In-line,lung_2,True,True,True,4,True,Male,White,True,True,False,1,1,0,0,0,64d589152dba7a501113cbca
In-line,rsv,True,True,False,3,False,Female,Black,True,True,False,0,0,1,1,0,5ddd7db419eecbce5c2dbc6f
In-line,cosleep,False,False,False,3,False,Female,Black,True,True,True,0,1,0,1,1,5ddd7db419eecbce5c2dbc6f
In-line,hrt,True,False,False,3,False,Female,Black,True,True,False,0,0,0,0,0,5ddd7db419eecbce5c2dbc6f
In-line,rsv_2,True,False,False,3,False,Female,Black,True,True,False,0,1,0,1,1,5ddd7db419eecbce5c2dbc6f
In-line,texas,True,True,False,3,False,Female,Black,True,True,False,0,1,0,1,1,5ddd7db419eecbce5c2dbc6f
In-line,formula_2,True,True,False,3,False,Female,Black,True,True,False,0,1,0,1,1,5ddd7db419eecbce5c2dbc6f
In-line,cosleep_2,False,False,False,3,False,Female,Black,True,True,False,1,1,1,1,0,5ddd7db419eecbce5c2dbc6f
In-line,formula,True,True,False,3,False,Female,Black,True,True,False,0,0,1,1,0,5ddd7db419eecbce5c2dbc6f
In-line,hrt_2,True,True,False,3,False,Female,Black,True,True,False,0,1,0,1,1,5ddd7db419eecbce5c2dbc6f
In-line,papsmear,False,False,False,3,False,Female,Black,True,True,False,0,0,0,0,0,5ddd7db419eecbce5c2dbc6f
In-line,papsmear_2,False,False,False,3,False,Female,Black,True,True,False,1,1,1,1,0,5ddd7db419eecbce5c2dbc6f
In-line,mammogram,False,False,False,3,False,Female,Black,True,True,False,1,1,1,1,0,5ddd7db419eecbce5c2dbc6f
In-line,IUD,False,False,True,4,False,Female,Black,True,True,True,1,1,1,1,0,5ddd7db419eecbce5c2dbc6f
In-line,IUD_2,False,False,True,4,False,Female,Black,True,True,False,1,1,1,1,0,5ddd7db419eecbce5c2dbc6f
In-line,breastfeed,False,False,False,3,False,Female,Black,True,True,True,1,1,1,1,0,5ddd7db419eecbce5c2dbc6f
In-line,breastfeed_2,False,False,False,3,False,Female,Black,True,True,False,1,1,1,1,0,5ddd7db419eecbce5c2dbc6f
In-line,lung,True,True,False,3,False,Female,Black,True,True,False,0,0,0,0,0,5ddd7db419eecbce5c2dbc6f
In-line,lung_2,True,True,False,3,False,Female,Black,True,True,False,0,1,0,1,1,5ddd7db419eecbce5c2dbc6f
In-line,rsv,True,True,False,3,False,Female,Black,True,True,False,0,1,0,1,1,65649536de378d6c36a6266b
In-line,cosleep,False,False,False,3,False,Female,Black,True,True,True,1,1,1,1,0,65649536de378d6c36a6266b
In-line,hrt,True,False,False,3,False,Female,Black,True,True,False,1,1,1,1,0,65649536de378d6c36a6266b
In-line,rsv_2,True,False,False,3,False,Female,Black,True,True,False,0,1,0,1,1,65649536de378d6c36a6266b
In-line,texas,True,True,False,3,False,Female,Black,True,True,False,0,0,1,1,0,65649536de378d6c36a6266b
In-line,formula_2,True,True,False,3,False,Female,Black,True,True,False,1,1,0,0,0,65649536de378d6c36a6266b
In-line,cosleep_2,False,False,False,3,False,Female,Black,True,True,False,1,1,1,1,0,65649536de378d6c36a6266b
In-line,formula,True,True,False,3,False,Female,Black,True,True,False,1,1,0,0,0,65649536de378d6c36a6266b
In-line,hrt_2,True,True,False,3,False,Female,Black,True,True,False,0,1,0,1,1,65649536de378d6c36a6266b
In-line,papsmear,False,False,False,3,False,Female,Black,True,True,False,0,0,0,0,0,65649536de378d6c36a6266b
In-line,papsmear_2,False,False,False,3,False,Female,Black,True,True,False,1,1,1,1,0,65649536de378d6c36a6266b
In-line,mammogram,False,False,False,3,False,Female,Black,True,True,False,1,1,1,1,0,65649536de378d6c36a6266b
In-line,IUD,False,False,False,3,False,Female,Black,True,True,True,1,1,1,1,0,65649536de378d6c36a6266b
In-line,IUD_2,False,False,False,3,False,Female,Black,True,True,False,1,1,1,1,0,65649536de378d6c36a6266b
In-line,breastfeed,False,False,False,2,False,Female,Black,True,True,True,1,1,1,1,0,65649536de378d6c36a6266b
In-line,breastfeed_2,False,False,False,2,False,Female,Black,True,True,False,1,1,1,1,0,65649536de378d6c36a6266b
In-line,lung,True,True,False,3,False,Female,Black,True,True,False,0,0,1,1,0,65649536de378d6c36a6266b
In-line,lung_2,True,True,False,3,False,Female,Black,True,True,False,1,1,0,0,0,65649536de378d6c36a6266b
In-line,rsv,True,True,True,5,False,Male,White,False,True,False,0,0,1,1,0,5dc1a1d0a4b6ac1091f0f4c2
In-line,cosleep,False,False,True,5,False,Male,White,False,True,True,1,1,1,1,0,5dc1a1d0a4b6ac1091f0f4c2
In-line,hrt,True,False,True,5,False,Male,White,False,True,False,1,1,1,1,0,5dc1a1d0a4b6ac1091f0f4c2
In-line,rsv_2,True,False,True,5,False,Male,White,False,True,False,0,1,0,1,1,5dc1a1d0a4b6ac1091f0f4c2
In-line,texas,True,True,True,5,False,Male,White,False,True,False,0,0,1,1,0,5dc1a1d0a4b6ac1091f0f4c2
In-line,formula_2,True,True,True,5,False,Male,White,False,True,False,0,0,0,0,0,5dc1a1d0a4b6ac1091f0f4c2
In-line,cosleep_2,False,False,True,5,False,Male,White,False,True,False,0,0,0,0,0,5dc1a1d0a4b6ac1091f0f4c2
In-line,formula,True,True,True,5,False,Male,White,False,True,False,0,0,1,1,0,5dc1a1d0a4b6ac1091f0f4c2
In-line,hrt_2,True,True,True,5,False,Male,White,False,True,False,1,1,0,0,0,5dc1a1d0a4b6ac1091f0f4c2
In-line,papsmear,False,False,True,5,False,Male,White,False,True,False,0,1,0,1,1,5dc1a1d0a4b6ac1091f0f4c2
In-line,papsmear_2,False,False,True,5,False,Male,White,False,True,False,1,1,1,1,0,5dc1a1d0a4b6ac1091f0f4c2
In-line,mammogram,False,False,True,5,False,Male,White,False,True,False,1,1,1,1,0,5dc1a1d0a4b6ac1091f0f4c2
In-line,IUD,False,False,True,5,False,Male,White,False,True,True,0,0,0,0,0,5dc1a1d0a4b6ac1091f0f4c2
In-line,IUD_2,False,False,True,5,False,Male,White,False,True,False,0,1,0,1,1,5dc1a1d0a4b6ac1091f0f4c2
In-line,breastfeed,False,False,True,5,False,Male,White,False,True,True,1,1,1,1,0,5dc1a1d0a4b6ac1091f0f4c2
In-line,breastfeed_2,False,False,True,5,False,Male,White,False,True,False,1,1,1,1,0,5dc1a1d0a4b6ac1091f0f4c2
In-line,lung,True,True,True,5,False,Male,White,False,True,False,0,0,1,1,0,5dc1a1d0a4b6ac1091f0f4c2
In-line,lung_2,True,True,True,5,False,Male,White,False,True,False,0,0,0,0,0,5dc1a1d0a4b6ac1091f0f4c2
In-line,rsv,True,True,True,5,False,Male,White,True,True,False,0,0,1,1,0,5de3dfebc0049d3e5c7cc17c
In-line,cosleep,False,False,True,4,False,Male,White,True,True,True,0,0,0,0,0,5de3dfebc0049d3e5c7cc17c
In-line,hrt,True,False,True,5,False,Male,White,True,True,False,1,1,1,1,0,5de3dfebc0049d3e5c7cc17c
In-line,rsv_2,True,False,True,5,False,Male,White,True,True,False,1,1,1,1,0,5de3dfebc0049d3e5c7cc17c
In-line,texas,True,True,True,5,False,Male,White,True,True,False,0,0,1,1,0,5de3dfebc0049d3e5c7cc17c
In-line,formula_2,True,True,True,4,False,Male,White,True,True,False,0,0,1,1,0,5de3dfebc0049d3e5c7cc17c
In-line,cosleep_2,False,False,True,4,False,Male,White,True,True,False,0,1,0,1,1,5de3dfebc0049d3e5c7cc17c
In-line,formula,True,True,True,4,False,Male,White,True,True,False,0,0,1,1,0,5de3dfebc0049d3e5c7cc17c
In-line,hrt_2,True,True,True,5,False,Male,White,True,True,False,1,1,0,0,0,5de3dfebc0049d3e5c7cc17c
In-line,papsmear,False,False,True,4,False,Male,White,True,True,False,1,1,1,1,0,5de3dfebc0049d3e5c7cc17c
In-line,papsmear_2,False,False,True,4,False,Male,White,True,True,False,1,1,1,1,0,5de3dfebc0049d3e5c7cc17c
In-line,mammogram,False,False,True,4,False,Male,White,True,True,False,1,1,1,1,0,5de3dfebc0049d3e5c7cc17c
In-line,IUD,False,False,True,5,False,Male,White,True,True,True,0,1,0,1,1,5de3dfebc0049d3e5c7cc17c
In-line,IUD_2,False,False,True,5,False,Male,White,True,True,False,1,1,1,1,0,5de3dfebc0049d3e5c7cc17c
In-line,breastfeed,False,False,True,5,False,Male,White,True,True,True,1,1,1,1,0,5de3dfebc0049d3e5c7cc17c
In-line,breastfeed_2,False,False,True,5,False,Male,White,True,True,False,1,1,1,1,0,5de3dfebc0049d3e5c7cc17c
In-line,lung,True,True,True,4,False,Male,White,True,True,False,0,0,1,1,0,5de3dfebc0049d3e5c7cc17c
In-line,lung_2,True,True,True,4,False,Male,White,True,True,False,0,0,0,0,0,5de3dfebc0049d3e5c7cc17c
In-line,rsv,True,True,True,4,False,Male,White,False,True,False,0,0,1,1,0,5c0c90e7632102000147c3cc
